Label,Frequency
RNACADD,1
RMAADAC,1
RMAACBD,1
RLBADDA,1
RLBADDB,1
RLBBCCA,1
RLBBCCB,1
RLBBCDA,1
RLBBCBC,1
RLBBCBD,1
RLBBCBB,1
RLBBDAA,1
RLBBDAB,1
RLBBDBA,1
RLBBDBB,1
RMAACAA,1
RMAACAC,1
RMAACAD,1
RMAACBC,1
ORCACDB,4
ORCACBD,1
ORCDCAA,3
ORCADCA,1
ORCADCC,1
ORCCBAA,1
ORCCBAB,1
ORCCBBA,1
ORCCBBB,1
ORCCBBD,1
ORCCBDB,1
ORCCBDD,1
ORCDACC,1
ORCDCAB,1
OQDDBBA,5
ORCCDCA,1
ORCCADA,1
ORCCACB,1
ORCCAAD,1
ORCCAAC,1
ORCCAAA,1
OQDDBBB,3
OQDBDDC,1
OQDBDCD,3
QMACDDB,1
QLBDDAA,1
QLBACDC,1
QLABCBB,1
QLABACA,1
QLAABDB,1
QLAABBC,1
RLCCCBD,1
RKDDBBB,1
RKDBBCB,1
RKBDCCB,1
RKBCCBC,1
RKADABD,1
RKABCCB,1
SKACBDC,1
SKAABAC,1
TKCCACB,1
TKCAADA,1
TKACADC,1
TJBDABD,1
TJBACDD,1
TJABABC,1
UJCCBCB,1
UIBCDBB,1
UIBDCAA,1
UIBDCAB,1
UIBDCBA,1
UIBDCBC,1
UIBDCBD,2
UIBDDAC,1
UIBDCDB,1
UJABADC,1
UHDADCD,1
UHDDBAD,1
UHDDBBC,1
UHDDBCB,1
UHDDBAC,1
UHDBCCD,1
UHDDBAA,1
UHDDABB,1
UHDBCDD,1
UHDBCDC,1
UHDBCDA,1
UHDBCCB,1
UJABDCC,1
UJADBAC,1
UJADBAB,1
UIBCBCC,1
UJADDDB,2
UICADAC,1
UHDBDBB,1
UICACAA,1
UICACAC,1
UICACAD,1
UICACCB,1
UICACDD,1
UICACDB,1
UICADCA,1
UICADAD,1
UICADAB,1
UICADBA,1
UICADBB,1
UICBCAA,1
UICBACC,1
UHDBDBA,1
UIBCCAA,1
