Grid Name,"Min Latitude, Min Longitude","Max Latitude, Max Longitude"
RKBCCBC,"(36.72836538461539, 127.25)","(36.736778846153854, 127.25961538461539)"
RKBCCBA,"(36.736778846153854, 127.25)","(36.745192307692314, 127.25961538461539)"
RKBCCBD,"(36.72836538461539, 127.25961538461539)","(36.736778846153854, 127.26923076923077)"
RKBCCBB,"(36.736778846153854, 127.25961538461539)","(36.745192307692314, 127.26923076923077)"
RKBDCCC,"(36.71153846153847, 127.3076923076923)","(36.71995192307693, 127.31730769230768)"
RKBDCCA,"(36.71995192307693, 127.3076923076923)","(36.72836538461539, 127.31730769230768)"
RKBDCCD,"(36.71153846153847, 127.31730769230768)","(36.71995192307693, 127.32692307692307)"
RKBDCCB,"(36.71995192307693, 127.31730769230768)","(36.72836538461539, 127.32692307692307)"
RLCCCBC,"(36.59375, 127.40384615384616)","(36.60216346153847, 127.41346153846155)"
RLCCCBA,"(36.60216346153847, 127.40384615384616)","(36.61057692307693, 127.41346153846155)"
RLCCCBD,"(36.59375, 127.41346153846155)","(36.60216346153847, 127.42307692307693)"
RLCCCBB,"(36.60216346153847, 127.41346153846155)","(36.61057692307693, 127.42307692307693)"
RLCBCCC,"(36.644230769230774, 127.46153846153847)","(36.65264423076923, 127.47115384615384)"
RLCBCCA,"(36.65264423076923, 127.46153846153847)","(36.66105769230769, 127.47115384615384)"
RLCBCCD,"(36.644230769230774, 127.47115384615384)","(36.65264423076923, 127.48076923076923)"
RLCBCCB,"(36.65264423076923, 127.47115384615384)","(36.66105769230769, 127.48076923076923)"
RLCBCAC,"(36.66105769230769, 127.46153846153847)","(36.66947115384616, 127.47115384615384)"
RLCBCAA,"(36.66947115384616, 127.46153846153847)","(36.67788461538462, 127.47115384615384)"
RLCBCAD,"(36.66105769230769, 127.47115384615384)","(36.66947115384616, 127.48076923076923)"
RLCBCAB,"(36.66947115384616, 127.47115384615384)","(36.67788461538462, 127.48076923076923)"
RLCBCBC,"(36.66105769230769, 127.48076923076923)","(36.66947115384616, 127.49038461538461)"
RLCBCBA,"(36.66947115384616, 127.48076923076923)","(36.67788461538462, 127.49038461538461)"
RLCBCBD,"(36.66105769230769, 127.49038461538461)","(36.66947115384616, 127.5)"
RLCBCBB,"(36.66947115384616, 127.49038461538461)","(36.67788461538462, 127.5)"
RLCBACC,"(36.67788461538462, 127.46153846153847)","(36.68629807692308, 127.47115384615384)"
RLCBACA,"(36.68629807692308, 127.46153846153847)","(36.69471153846155, 127.47115384615384)"
RLCBACD,"(36.67788461538462, 127.47115384615384)","(36.68629807692308, 127.48076923076923)"
RLCBACB,"(36.68629807692308, 127.47115384615384)","(36.69471153846155, 127.48076923076923)"
RLCBAAC,"(36.69471153846155, 127.46153846153847)","(36.70312500000001, 127.47115384615384)"
RLCBAAA,"(36.70312500000001, 127.46153846153847)","(36.71153846153847, 127.47115384615384)"
RLCBAAD,"(36.69471153846155, 127.47115384615384)","(36.70312500000001, 127.48076923076923)"
RLCBAAB,"(36.70312500000001, 127.47115384615384)","(36.71153846153847, 127.48076923076923)"
RLCBADC,"(36.67788461538462, 127.48076923076923)","(36.68629807692308, 127.49038461538461)"
RLCBADA,"(36.68629807692308, 127.48076923076923)","(36.69471153846155, 127.49038461538461)"
RLCBADD,"(36.67788461538462, 127.49038461538461)","(36.68629807692308, 127.5)"
RLCBADB,"(36.68629807692308, 127.49038461538461)","(36.69471153846155, 127.5)"
RLACDBC,"(36.72836538461539, 127.44230769230771)","(36.736778846153854, 127.4519230769231)"
RLACDBA,"(36.736778846153854, 127.44230769230771)","(36.745192307692314, 127.4519230769231)"
RLACDBD,"(36.72836538461539, 127.4519230769231)","(36.736778846153854, 127.46153846153847)"
RLACDBB,"(36.736778846153854, 127.4519230769231)","(36.745192307692314, 127.46153846153847)"
RLACBAC,"(36.76201923076924, 127.42307692307693)","(36.7704326923077, 127.43269230769232)"
RLACBAA,"(36.7704326923077, 127.42307692307693)","(36.77884615384616, 127.43269230769232)"
RLACBAD,"(36.76201923076924, 127.43269230769232)","(36.7704326923077, 127.44230769230771)"
RLACBAB,"(36.7704326923077, 127.43269230769232)","(36.77884615384616, 127.44230769230771)"
RLACBDC,"(36.745192307692314, 127.44230769230771)","(36.753605769230774, 127.4519230769231)"
RLACBDA,"(36.753605769230774, 127.44230769230771)","(36.76201923076924, 127.4519230769231)"
RLACBDD,"(36.745192307692314, 127.4519230769231)","(36.753605769230774, 127.46153846153847)"
RLACBDB,"(36.753605769230774, 127.4519230769231)","(36.76201923076924, 127.46153846153847)"
RLACBBC,"(36.76201923076924, 127.44230769230771)","(36.7704326923077, 127.4519230769231)"
RLACBBA,"(36.7704326923077, 127.44230769230771)","(36.77884615384616, 127.4519230769231)"
RLACBBD,"(36.76201923076924, 127.4519230769231)","(36.7704326923077, 127.46153846153847)"
RLACBBB,"(36.7704326923077, 127.4519230769231)","(36.77884615384616, 127.46153846153847)"
RLAADCC,"(36.77884615384616, 127.42307692307693)","(36.78725961538462, 127.43269230769232)"
RLAADCA,"(36.78725961538462, 127.42307692307693)","(36.79567307692308, 127.43269230769232)"
RLAADCD,"(36.77884615384616, 127.43269230769232)","(36.78725961538462, 127.44230769230771)"
RLAADCB,"(36.78725961538462, 127.43269230769232)","(36.79567307692308, 127.44230769230771)"
RLAADAC,"(36.79567307692308, 127.42307692307693)","(36.80408653846154, 127.43269230769232)"
RLAADAA,"(36.80408653846154, 127.42307692307693)","(36.8125, 127.43269230769232)"
RLAADAD,"(36.79567307692308, 127.43269230769232)","(36.80408653846154, 127.44230769230771)"
RLAADAB,"(36.80408653846154, 127.43269230769232)","(36.8125, 127.44230769230771)"
RLAABCC,"(36.8125, 127.42307692307693)","(36.82091346153846, 127.43269230769232)"
RLAABCA,"(36.82091346153846, 127.42307692307693)","(36.82932692307692, 127.43269230769232)"
RLAABCD,"(36.8125, 127.43269230769232)","(36.82091346153846, 127.44230769230771)"
RLAABCB,"(36.82091346153846, 127.43269230769232)","(36.82932692307692, 127.44230769230771)"
RLAABAC,"(36.82932692307692, 127.42307692307693)","(36.83774038461539, 127.43269230769232)"
RLAABAA,"(36.83774038461539, 127.42307692307693)","(36.84615384615385, 127.43269230769232)"
RLAABAD,"(36.82932692307692, 127.43269230769232)","(36.83774038461539, 127.44230769230771)"
RLAABAB,"(36.83774038461539, 127.43269230769232)","(36.84615384615385, 127.44230769230771)"
RLADCCC,"(36.71153846153847, 127.46153846153847)","(36.71995192307693, 127.47115384615384)"
RLADCCA,"(36.71995192307693, 127.46153846153847)","(36.72836538461539, 127.47115384615384)"
RLADCCD,"(36.71153846153847, 127.47115384615384)","(36.71995192307693, 127.48076923076923)"
RLADCCB,"(36.71995192307693, 127.47115384615384)","(36.72836538461539, 127.48076923076923)"
RLADCAC,"(36.72836538461539, 127.46153846153847)","(36.736778846153854, 127.47115384615384)"
RLADCAA,"(36.736778846153854, 127.46153846153847)","(36.745192307692314, 127.47115384615384)"
RLADCAD,"(36.72836538461539, 127.47115384615384)","(36.736778846153854, 127.48076923076923)"
RLADCAB,"(36.736778846153854, 127.47115384615384)","(36.745192307692314, 127.48076923076923)"
RLADBBC,"(36.76201923076924, 127.51923076923077)","(36.7704326923077, 127.52884615384616)"
RLADBBA,"(36.7704326923077, 127.51923076923077)","(36.77884615384616, 127.52884615384616)"
RLADBBD,"(36.76201923076924, 127.52884615384616)","(36.7704326923077, 127.53846153846155)"
RLADBBB,"(36.7704326923077, 127.52884615384616)","(36.77884615384616, 127.53846153846155)"
RLBCAAC,"(36.76201923076924, 127.53846153846155)","(36.7704326923077, 127.54807692307693)"
RLBCAAA,"(36.7704326923077, 127.53846153846155)","(36.77884615384616, 127.54807692307693)"
RLBCAAD,"(36.76201923076924, 127.54807692307693)","(36.7704326923077, 127.55769230769232)"
RLBCAAB,"(36.7704326923077, 127.54807692307693)","(36.77884615384616, 127.55769230769232)"
RLBACDC,"(36.77884615384616, 127.55769230769232)","(36.78725961538462, 127.56730769230771)"
RLBACDA,"(36.78725961538462, 127.55769230769232)","(36.79567307692308, 127.56730769230771)"
RLBACDD,"(36.77884615384616, 127.56730769230771)","(36.78725961538462, 127.57692307692308)"
RLBACDB,"(36.78725961538462, 127.56730769230771)","(36.79567307692308, 127.57692307692308)"
RLBADCC,"(36.77884615384616, 127.57692307692308)","(36.78725961538462, 127.58653846153845)"
RLBADCA,"(36.78725961538462, 127.57692307692308)","(36.79567307692308, 127.58653846153845)"
RLBADCD,"(36.77884615384616, 127.58653846153845)","(36.78725961538462, 127.59615384615384)"
RLBADCB,"(36.78725961538462, 127.58653846153845)","(36.79567307692308, 127.59615384615384)"
RLBADDC,"(36.77884615384616, 127.59615384615384)","(36.78725961538462, 127.60576923076923)"
RLBADDA,"(36.78725961538462, 127.59615384615384)","(36.79567307692308, 127.60576923076923)"
RLBADDD,"(36.77884615384616, 127.60576923076923)","(36.78725961538462, 127.61538461538461)"
RLBADDB,"(36.78725961538462, 127.60576923076923)","(36.79567307692308, 127.61538461538461)"
RLBBCCC,"(36.77884615384616, 127.61538461538461)","(36.78725961538462, 127.625)"
RLBBCCA,"(36.78725961538462, 127.61538461538461)","(36.79567307692308, 127.625)"
RLBBCCD,"(36.77884615384616, 127.625)","(36.78725961538462, 127.63461538461539)"
RLBBCCB,"(36.78725961538462, 127.625)","(36.79567307692308, 127.63461538461539)"
RLBBCDC,"(36.77884615384616, 127.63461538461539)","(36.78725961538462, 127.64423076923077)"
RLBBCDA,"(36.78725961538462, 127.63461538461539)","(36.79567307692308, 127.64423076923077)"
RLBBCDD,"(36.77884615384616, 127.64423076923077)","(36.78725961538462, 127.65384615384616)"
RLBBCDB,"(36.78725961538462, 127.64423076923077)","(36.79567307692308, 127.65384615384616)"
RLBBCBC,"(36.79567307692308, 127.63461538461539)","(36.80408653846154, 127.64423076923077)"
RLBBCBA,"(36.80408653846154, 127.63461538461539)","(36.8125, 127.64423076923077)"
RLBBCBD,"(36.79567307692308, 127.64423076923077)","(36.80408653846154, 127.65384615384616)"
RLBBCBB,"(36.80408653846154, 127.64423076923077)","(36.8125, 127.65384615384616)"
RLBBDAC,"(36.79567307692308, 127.65384615384616)","(36.80408653846154, 127.66346153846155)"
RLBBDAA,"(36.80408653846154, 127.65384615384616)","(36.8125, 127.66346153846155)"
RLBBDAD,"(36.79567307692308, 127.66346153846155)","(36.80408653846154, 127.67307692307693)"
RLBBDAB,"(36.80408653846154, 127.66346153846155)","(36.8125, 127.67307692307693)"
RLBBDBC,"(36.79567307692308, 127.67307692307693)","(36.80408653846154, 127.68269230769232)"
RLBBDBA,"(36.80408653846154, 127.67307692307693)","(36.8125, 127.68269230769232)"
RLBBDBD,"(36.79567307692308, 127.68269230769232)","(36.80408653846154, 127.6923076923077)"
RLBBDBB,"(36.80408653846154, 127.68269230769232)","(36.8125, 127.6923076923077)"
RMAACAC,"(36.79567307692308, 127.6923076923077)","(36.80408653846154, 127.70192307692307)"
RMAACAA,"(36.80408653846154, 127.6923076923077)","(36.8125, 127.70192307692307)"
RMAACAD,"(36.79567307692308, 127.70192307692307)","(36.80408653846154, 127.71153846153845)"
RMAACAB,"(36.80408653846154, 127.70192307692307)","(36.8125, 127.71153846153845)"
RMAACBC,"(36.79567307692308, 127.71153846153845)","(36.80408653846154, 127.72115384615384)"
RMAACBA,"(36.80408653846154, 127.71153846153845)","(36.8125, 127.72115384615384)"
RMAACBD,"(36.79567307692308, 127.72115384615384)","(36.80408653846154, 127.73076923076923)"
RMAACBB,"(36.80408653846154, 127.72115384615384)","(36.8125, 127.73076923076923)"
RMAADAC,"(36.79567307692308, 127.73076923076923)","(36.80408653846154, 127.74038461538461)"
RMAADAA,"(36.80408653846154, 127.73076923076923)","(36.8125, 127.74038461538461)"
RMAADAD,"(36.79567307692308, 127.74038461538461)","(36.80408653846154, 127.75)"
RMAADAB,"(36.80408653846154, 127.74038461538461)","(36.8125, 127.75)"
RMABCBC,"(36.79567307692308, 127.78846153846155)","(36.80408653846154, 127.79807692307693)"
RMABCBA,"(36.80408653846154, 127.78846153846155)","(36.8125, 127.79807692307693)"
RMABCBD,"(36.79567307692308, 127.79807692307693)","(36.80408653846154, 127.8076923076923)"
RMABCBB,"(36.80408653846154, 127.79807692307693)","(36.8125, 127.8076923076923)"
RMABAAC,"(36.82932692307692, 127.76923076923077)","(36.83774038461539, 127.77884615384616)"
RMABAAA,"(36.83774038461539, 127.76923076923077)","(36.84615384615385, 127.77884615384616)"
RMABAAD,"(36.82932692307692, 127.77884615384616)","(36.83774038461539, 127.78846153846155)"
RMABAAB,"(36.83774038461539, 127.77884615384616)","(36.84615384615385, 127.78846153846155)"
RMABADC,"(36.8125, 127.78846153846155)","(36.82091346153846, 127.79807692307693)"
RMABADA,"(36.82091346153846, 127.78846153846155)","(36.82932692307692, 127.79807692307693)"
RMABADD,"(36.8125, 127.79807692307693)","(36.82091346153846, 127.8076923076923)"
RMABADB,"(36.82091346153846, 127.79807692307693)","(36.82932692307692, 127.8076923076923)"
RMABDAC,"(36.79567307692308, 127.8076923076923)","(36.80408653846154, 127.81730769230768)"
RMABDAA,"(36.80408653846154, 127.8076923076923)","(36.8125, 127.81730769230768)"
RMABDAD,"(36.79567307692308, 127.81730769230768)","(36.80408653846154, 127.82692307692307)"
RMABDAB,"(36.80408653846154, 127.81730769230768)","(36.8125, 127.82692307692307)"
RMABDDC,"(36.77884615384616, 127.82692307692307)","(36.78725961538462, 127.83653846153845)"
RMABDDA,"(36.78725961538462, 127.82692307692307)","(36.79567307692308, 127.83653846153845)"
RMABDDD,"(36.77884615384616, 127.83653846153845)","(36.78725961538462, 127.84615384615384)"
RMABDDB,"(36.78725961538462, 127.83653846153845)","(36.79567307692308, 127.84615384615384)"
RMABDBC,"(36.79567307692308, 127.82692307692307)","(36.80408653846154, 127.83653846153845)"
RMABDBA,"(36.80408653846154, 127.82692307692307)","(36.8125, 127.83653846153845)"
RMABDBD,"(36.79567307692308, 127.83653846153845)","(36.80408653846154, 127.84615384615384)"
RMABDBB,"(36.80408653846154, 127.83653846153845)","(36.8125, 127.84615384615384)"
RMBCBBC,"(36.76201923076924, 127.90384615384616)","(36.7704326923077, 127.91346153846155)"
RMBCBBA,"(36.7704326923077, 127.90384615384616)","(36.77884615384616, 127.91346153846155)"
RMBCBBD,"(36.76201923076924, 127.91346153846155)","(36.7704326923077, 127.92307692307692)"
RMBCBBB,"(36.7704326923077, 127.91346153846155)","(36.77884615384616, 127.92307692307692)"
RMBACCC,"(36.77884615384616, 127.84615384615384)","(36.78725961538462, 127.85576923076923)"
RMBACCA,"(36.78725961538462, 127.84615384615384)","(36.79567307692308, 127.85576923076923)"
RMBACCD,"(36.77884615384616, 127.85576923076923)","(36.78725961538462, 127.86538461538461)"
RMBACCB,"(36.78725961538462, 127.85576923076923)","(36.79567307692308, 127.86538461538461)"
RMBACDC,"(36.77884615384616, 127.86538461538461)","(36.78725961538462, 127.875)"
RMBACDA,"(36.78725961538462, 127.86538461538461)","(36.79567307692308, 127.875)"
RMBACDD,"(36.77884615384616, 127.875)","(36.78725961538462, 127.88461538461539)"
RMBACDB,"(36.78725961538462, 127.875)","(36.79567307692308, 127.88461538461539)"
RMBADCC,"(36.77884615384616, 127.88461538461539)","(36.78725961538462, 127.89423076923077)"
RMBADCA,"(36.78725961538462, 127.88461538461539)","(36.79567307692308, 127.89423076923077)"
RMBADCD,"(36.77884615384616, 127.89423076923077)","(36.78725961538462, 127.90384615384616)"
RMBADCB,"(36.78725961538462, 127.89423076923077)","(36.79567307692308, 127.90384615384616)"
RMBADDC,"(36.77884615384616, 127.90384615384616)","(36.78725961538462, 127.91346153846155)"
RMBADDA,"(36.78725961538462, 127.90384615384616)","(36.79567307692308, 127.91346153846155)"
RMBADDD,"(36.77884615384616, 127.91346153846155)","(36.78725961538462, 127.92307692307692)"
RMBADDB,"(36.78725961538462, 127.91346153846155)","(36.79567307692308, 127.92307692307692)"
RMBDAAC,"(36.76201923076924, 127.92307692307692)","(36.7704326923077, 127.93269230769229)"
RMBDAAA,"(36.7704326923077, 127.92307692307692)","(36.77884615384616, 127.93269230769229)"
RMBDAAD,"(36.76201923076924, 127.93269230769229)","(36.7704326923077, 127.94230769230768)"
RMBDAAB,"(36.7704326923077, 127.93269230769229)","(36.77884615384616, 127.94230769230768)"
RMBDBCC,"(36.745192307692314, 127.96153846153845)","(36.753605769230774, 127.97115384615384)"
RMBDBCA,"(36.753605769230774, 127.96153846153845)","(36.76201923076924, 127.97115384615384)"
RMBDBCD,"(36.745192307692314, 127.97115384615384)","(36.753605769230774, 127.98076923076923)"
RMBDBCB,"(36.753605769230774, 127.97115384615384)","(36.76201923076924, 127.98076923076923)"
RMBDBDC,"(36.745192307692314, 127.98076923076923)","(36.753605769230774, 127.99038461538461)"
RMBDBDA,"(36.753605769230774, 127.98076923076923)","(36.76201923076924, 127.99038461538461)"
RMBDBDD,"(36.745192307692314, 127.99038461538461)","(36.753605769230774, 128.0)"
RMBDBDB,"(36.753605769230774, 127.99038461538461)","(36.76201923076924, 128.0)"
RMBBABC,"(36.82932692307692, 127.94230769230768)","(36.83774038461539, 127.95192307692307)"
RMBBABA,"(36.83774038461539, 127.94230769230768)","(36.84615384615385, 127.95192307692307)"
RMBBABD,"(36.82932692307692, 127.95192307692307)","(36.83774038461539, 127.96153846153845)"
RMBBABB,"(36.83774038461539, 127.95192307692307)","(36.84615384615385, 127.96153846153845)"
RMBBDAC,"(36.79567307692308, 127.96153846153845)","(36.80408653846154, 127.97115384615384)"
RMBBDAA,"(36.80408653846154, 127.96153846153845)","(36.8125, 127.97115384615384)"
RMBBDAD,"(36.79567307692308, 127.97115384615384)","(36.80408653846154, 127.98076923076923)"
RMBBDAB,"(36.80408653846154, 127.97115384615384)","(36.8125, 127.98076923076923)"
RNCDAAC,"(36.627403846153854, 128.0769230769231)","(36.635817307692314, 128.08653846153848)"
RNCDAAA,"(36.635817307692314, 128.0769230769231)","(36.644230769230774, 128.08653846153848)"
RNCDAAD,"(36.627403846153854, 128.08653846153848)","(36.635817307692314, 128.09615384615387)"
RNCDAAB,"(36.635817307692314, 128.08653846153848)","(36.644230769230774, 128.09615384615387)"
RNCDDDC,"(36.57692307692308, 128.13461538461542)","(36.58533653846154, 128.14423076923077)"
RNCDDDA,"(36.58533653846154, 128.13461538461542)","(36.59375, 128.14423076923077)"
RNCDDDD,"(36.57692307692308, 128.14423076923077)","(36.58533653846154, 128.15384615384616)"
RNCDDDB,"(36.58533653846154, 128.14423076923077)","(36.59375, 128.15384615384616)"
RNCDBDC,"(36.61057692307693, 128.13461538461542)","(36.61899038461539, 128.14423076923077)"
RNCDBDA,"(36.61899038461539, 128.13461538461542)","(36.627403846153854, 128.14423076923077)"
RNCDBDD,"(36.61057692307693, 128.14423076923077)","(36.61899038461539, 128.15384615384616)"
RNCDBDB,"(36.61899038461539, 128.14423076923077)","(36.627403846153854, 128.15384615384616)"
RNCDBBC,"(36.627403846153854, 128.13461538461542)","(36.635817307692314, 128.14423076923077)"
RNCDBBA,"(36.635817307692314, 128.13461538461542)","(36.644230769230774, 128.14423076923077)"
RNCDBBD,"(36.627403846153854, 128.14423076923077)","(36.635817307692314, 128.15384615384616)"
RNCDBBB,"(36.635817307692314, 128.14423076923077)","(36.644230769230774, 128.15384615384616)"
RNCBCCC,"(36.644230769230774, 128.0769230769231)","(36.65264423076923, 128.08653846153848)"
RNCBCCA,"(36.65264423076923, 128.0769230769231)","(36.66105769230769, 128.08653846153848)"
RNCBCCD,"(36.644230769230774, 128.08653846153848)","(36.65264423076923, 128.09615384615387)"
RNCBCCB,"(36.65264423076923, 128.08653846153848)","(36.66105769230769, 128.09615384615387)"
RNCBCDC,"(36.644230769230774, 128.09615384615387)","(36.65264423076923, 128.10576923076925)"
RNCBCDA,"(36.65264423076923, 128.09615384615387)","(36.66105769230769, 128.10576923076925)"
RNCBCDD,"(36.644230769230774, 128.10576923076925)","(36.65264423076923, 128.11538461538464)"
RNCBCDB,"(36.65264423076923, 128.10576923076925)","(36.66105769230769, 128.11538461538464)"
RNCBCBC,"(36.66105769230769, 128.09615384615387)","(36.66947115384616, 128.10576923076925)"
RNCBCBA,"(36.66947115384616, 128.09615384615387)","(36.67788461538462, 128.10576923076925)"
RNCBCBD,"(36.66105769230769, 128.10576923076925)","(36.66947115384616, 128.11538461538464)"
RNCBCBB,"(36.66947115384616, 128.10576923076925)","(36.67788461538462, 128.11538461538464)"
RNCBADC,"(36.67788461538462, 128.09615384615387)","(36.68629807692308, 128.10576923076925)"
RNCBADA,"(36.68629807692308, 128.09615384615387)","(36.69471153846155, 128.10576923076925)"
RNCBADD,"(36.67788461538462, 128.10576923076925)","(36.68629807692308, 128.11538461538464)"
RNCBADB,"(36.68629807692308, 128.10576923076925)","(36.69471153846155, 128.11538461538464)"
RNCBABC,"(36.69471153846155, 128.09615384615387)","(36.70312500000001, 128.10576923076925)"
RNCBABA,"(36.70312500000001, 128.09615384615387)","(36.71153846153847, 128.10576923076925)"
RNCBABD,"(36.69471153846155, 128.10576923076925)","(36.70312500000001, 128.11538461538464)"
RNCBABB,"(36.70312500000001, 128.10576923076925)","(36.71153846153847, 128.11538461538464)"
RNCBDCC,"(36.644230769230774, 128.11538461538464)","(36.65264423076923, 128.12500000000003)"
RNCBDCA,"(36.65264423076923, 128.11538461538464)","(36.66105769230769, 128.12500000000003)"
RNCBDCD,"(36.644230769230774, 128.12500000000003)","(36.65264423076923, 128.13461538461542)"
RNCBDCB,"(36.65264423076923, 128.12500000000003)","(36.66105769230769, 128.13461538461542)"
RNCBDDC,"(36.644230769230774, 128.13461538461542)","(36.65264423076923, 128.14423076923077)"
RNCBDDA,"(36.65264423076923, 128.13461538461542)","(36.66105769230769, 128.14423076923077)"
RNCBDDD,"(36.644230769230774, 128.14423076923077)","(36.65264423076923, 128.15384615384616)"
RNCBDDB,"(36.65264423076923, 128.14423076923077)","(36.66105769230769, 128.15384615384616)"
RNCBBCC,"(36.67788461538462, 128.11538461538464)","(36.68629807692308, 128.12500000000003)"
RNCBBCA,"(36.68629807692308, 128.11538461538464)","(36.69471153846155, 128.12500000000003)"
RNCBBCD,"(36.67788461538462, 128.12500000000003)","(36.68629807692308, 128.13461538461542)"
RNCBBCB,"(36.68629807692308, 128.12500000000003)","(36.69471153846155, 128.13461538461542)"
RNCBBAC,"(36.69471153846155, 128.11538461538464)","(36.70312500000001, 128.12500000000003)"
RNCBBAA,"(36.70312500000001, 128.11538461538464)","(36.71153846153847, 128.12500000000003)"
RNCBBAD,"(36.69471153846155, 128.12500000000003)","(36.70312500000001, 128.13461538461542)"
RNCBBAB,"(36.70312500000001, 128.12500000000003)","(36.71153846153847, 128.13461538461542)"
RNACACC,"(36.745192307692314, 128.0)","(36.753605769230774, 128.0096153846154)"
RNACACA,"(36.753605769230774, 128.0)","(36.76201923076924, 128.0096153846154)"
RNACACD,"(36.745192307692314, 128.0096153846154)","(36.753605769230774, 128.01923076923077)"
RNACACB,"(36.753605769230774, 128.0096153846154)","(36.76201923076924, 128.01923076923077)"
RNACADC,"(36.745192307692314, 128.01923076923077)","(36.753605769230774, 128.02884615384616)"
RNACADA,"(36.753605769230774, 128.01923076923077)","(36.76201923076924, 128.02884615384616)"
RNACADD,"(36.745192307692314, 128.02884615384616)","(36.753605769230774, 128.03846153846155)"
RNACADB,"(36.753605769230774, 128.02884615384616)","(36.76201923076924, 128.03846153846155)"
RNACDBC,"(36.72836538461539, 128.05769230769232)","(36.736778846153854, 128.0673076923077)"
RNACDBA,"(36.736778846153854, 128.05769230769232)","(36.745192307692314, 128.0673076923077)"
RNACDBD,"(36.72836538461539, 128.0673076923077)","(36.736778846153854, 128.0769230769231)"
RNACDBB,"(36.736778846153854, 128.0673076923077)","(36.745192307692314, 128.0769230769231)"
RNACBCC,"(36.745192307692314, 128.03846153846155)","(36.753605769230774, 128.04807692307693)"
RNACBCA,"(36.753605769230774, 128.03846153846155)","(36.76201923076924, 128.04807692307693)"
RNACBCD,"(36.745192307692314, 128.04807692307693)","(36.753605769230774, 128.05769230769232)"
RNACBCB,"(36.753605769230774, 128.04807692307693)","(36.76201923076924, 128.05769230769232)"
RNACBDC,"(36.745192307692314, 128.05769230769232)","(36.753605769230774, 128.0673076923077)"
RNACBDA,"(36.753605769230774, 128.05769230769232)","(36.76201923076924, 128.0673076923077)"
RNACBDD,"(36.745192307692314, 128.0673076923077)","(36.753605769230774, 128.0769230769231)"
RNACBDB,"(36.753605769230774, 128.0673076923077)","(36.76201923076924, 128.0769230769231)"
RNADCCC,"(36.71153846153847, 128.0769230769231)","(36.71995192307693, 128.08653846153848)"
RNADCCA,"(36.71995192307693, 128.0769230769231)","(36.72836538461539, 128.08653846153848)"
RNADCCD,"(36.71153846153847, 128.08653846153848)","(36.71995192307693, 128.09615384615387)"
RNADCCB,"(36.71995192307693, 128.08653846153848)","(36.72836538461539, 128.09615384615387)"
RNADCAC,"(36.72836538461539, 128.0769230769231)","(36.736778846153854, 128.08653846153848)"
RNADCAA,"(36.736778846153854, 128.0769230769231)","(36.745192307692314, 128.08653846153848)"
RNADCAD,"(36.72836538461539, 128.08653846153848)","(36.736778846153854, 128.09615384615387)"
RNADCAB,"(36.736778846153854, 128.08653846153848)","(36.745192307692314, 128.09615384615387)"
RNADCDC,"(36.71153846153847, 128.09615384615387)","(36.71995192307693, 128.10576923076925)"
RNADCDA,"(36.71995192307693, 128.09615384615387)","(36.72836538461539, 128.10576923076925)"
RNADCDD,"(36.71153846153847, 128.10576923076925)","(36.71995192307693, 128.11538461538464)"
RNADCDB,"(36.71995192307693, 128.10576923076925)","(36.72836538461539, 128.11538461538464)"
RNADCBC,"(36.72836538461539, 128.09615384615387)","(36.736778846153854, 128.10576923076925)"
RNADCBA,"(36.736778846153854, 128.09615384615387)","(36.745192307692314, 128.10576923076925)"
RNADCBD,"(36.72836538461539, 128.10576923076925)","(36.736778846153854, 128.11538461538464)"
RNADCBB,"(36.736778846153854, 128.10576923076925)","(36.745192307692314, 128.11538461538464)"
RNDCCCC,"(36.57692307692308, 128.15384615384616)","(36.58533653846154, 128.16346153846155)"
RNDCCCA,"(36.58533653846154, 128.15384615384616)","(36.59375, 128.16346153846155)"
RNDCCCD,"(36.57692307692308, 128.16346153846155)","(36.58533653846154, 128.1730769230769)"
RNDCCCB,"(36.58533653846154, 128.16346153846155)","(36.59375, 128.1730769230769)"
RNDCCAC,"(36.59375, 128.15384615384616)","(36.60216346153847, 128.16346153846155)"
RNDCCAA,"(36.60216346153847, 128.15384615384616)","(36.61057692307693, 128.16346153846155)"
RNDCCAD,"(36.59375, 128.16346153846155)","(36.60216346153847, 128.1730769230769)"
RNDCCAB,"(36.60216346153847, 128.16346153846155)","(36.61057692307693, 128.1730769230769)"
RNDCCDC,"(36.57692307692308, 128.1730769230769)","(36.58533653846154, 128.1826923076923)"
RNDCCDA,"(36.58533653846154, 128.1730769230769)","(36.59375, 128.1826923076923)"
RNDCCDD,"(36.57692307692308, 128.1826923076923)","(36.58533653846154, 128.19230769230768)"
RNDCCDB,"(36.58533653846154, 128.1826923076923)","(36.59375, 128.19230769230768)"
RNDCACC,"(36.61057692307693, 128.15384615384616)","(36.61899038461539, 128.16346153846155)"
RNDCACA,"(36.61899038461539, 128.15384615384616)","(36.627403846153854, 128.16346153846155)"
RNDCACD,"(36.61057692307693, 128.16346153846155)","(36.61899038461539, 128.1730769230769)"
RNDCACB,"(36.61899038461539, 128.16346153846155)","(36.627403846153854, 128.1730769230769)"
SJAABAC,"(37.09855769230769, 126.80769230769232)","(37.10697115384615, 126.81730769230771)"
SJAABAA,"(37.10697115384615, 126.80769230769232)","(37.11538461538461, 126.81730769230771)"
