Label,Frequency
UJBDBBD,19
UKCCBBD,16
UKCCBBC,16
UKCCBBA,1
UKCADCC,11
TKBACAD,3
TKBACBC,3
TKBACBA,3
TKBACAB,3
TKBAACD,3
TKBAACB,3
TKBAAAD,3
TKBACAC,5
TKABDBD,3
TKABDBB,3
SNBDBCB,6
SNBDBCD,6
SNBDADC,2
SNBDACD,4
TNACCCB,2
TNACCDB,2
TNACCDD,1
TNACDCC,2
TNACDCD,2
TNCABAB,2
TNCABBA,2
TNCABBC,2
TNCABBD,2
TNCBAAC,2
TNCBACA,2
TNCBACB,2
TNCBACD,2
TNCBCBA,2
TNCBCBC,2
TNCBCBD,2
TNCBDAC,2
TNCBDCB,2
TNACCDA,2
TNACCAD,2
TNACCAC,2
TMBABDC,2
TMBADBA,2
TMBADBD,2
TMBADDB,2
TMBBCCA,2
TMBBCCC,2
TMBBCCD,2
TMBDABA,2
TMBDABB,2
TMBDBAA,2
TMBDBAC,1
TMBDBAD,2
TMBDBCB,2
TMBDBDA,2
TMBDBDD,2
TMBDDBB,2
TNACCAA,2
TNCBDCD,2
TNCDBAB,2
TNCDBAD,2
TNCDBCB,2
SNBADDD,2
SNBDAAA,2
SNBDAAB,2
SNBDABC,2
SNBDABD,2
SNBDADB,2
SNBDBCA,3
SNBDDBA,1
SNBDDAB,1
SNBDBDC,2
SNBDBCC,2
SNBDADD,2
SNBDCBB,2
SNBDCBA,2
SNBADDC,1
SNBADCD,2
SNBADCC,2
SNABBBB,2
TNCDBCD,2
TNCDBDC,2
TNCDDBA,2
TNCDDBC,2
TNCDDDA,2
TNCDDDB,2
TNCDDDD,2
SNABBBD,2
SNBADCA,2
SNBAACA,2
SNBAACC,2
SNBAACD,2
SNBACBA,2
SNBACBB,2
SNBACBD,2
SNBACDB,2
TMBABDA,2
TMBABCB,2
TMBABAD,2
TMBABAB,3
UMCDDCA,1
UMDCCDB,1
UMCCCAC,1
TMBABAA,2
SNBDCAB,2
SNABBDB,1
TNCBCAB,1
TMBBCDC,1
TMBADBC,1
UJDDACA,7
UJDDACB,6
UJDDAAC,8
UKCCDCA,2
UJDCBDD,2
UJDCDBB,2
UJDCDBD,4
UJDDCAC,1
UJDDCCA,4
UJDDCDA,3
UJDDAAD,5
UJDCDDD,1
UJDCBBD,1
UJBDBCD,1
UJBDBCB,1
UJBDBCA,1
UJBDBAC,1
UJBDABD,1
UJBDABB,1
UJBBCDD,1
UJBBDCC,1
UJBBDCA,1
UJCDCBB,5
UJCDACD,4
UJCDADD,2
UJCDDAA,4
UJCDADC,3
UJDCDAB,2
UJDCDAA,2
UJCDBDB,2
UJCDBDC,2
UJCDBCD,2
UJCDBCC,2
UJCDDAC,2
UJCDCBD,2
UJCDADB,1
UJCDCBA,2
UJCDCAB,3
UJDCDBC,2
UJDCDDB,1
UKCCCBB,2
UJDDCCB,2
UJCDCAA,3
UJCDACC,2
UJCCBDD,1
RKABADC,3
RKABCBA,3
UJDDBBC,1
UKCCCAB,1
UKCCCAA,1
UKCCACC,1
UJDDBDD,1
UJDDBDB,1
UJDDBDA,1
UJDDBBA,1
UJDDBAB,1
UJDBDCD,1
UJDBDCC,1
UJDBDCA,1
UJDBCDB,1
UJDBCBD,1
UJDBCBC,1
UJDBCBA,1
UJDBADC,1
UJBDCBC,2
UJBDCAD,2
UJBDCCB,2
UJBDCCD,1
UJDBAAB,1
UJDBAAD,1
UJDBACB,1
UJDBADA,1
SKADCCC,1
SKCBADD,1
SKCBADA,1
SKCBABC,1
SKCBAAD,1
SKCBAAB,1
SKCBAAA,1
SKADCCA,1
SKCBCBD,1
SKACDDB,1
SKACDBD,1
SKACDBB,1
SKACBDD,1
SKACBDC,1
SKACBDA,1
SKCBCBB,1
SKCBCDB,1
SKCDCDC,1
RKABAAD,1
RKABABC,1
RKABABA,1
SKCDCDB,1
SKCDCBD,1
SKCDCBB,1
SKCDADD,1
SKCDADB,1
SKCDABD,1
SKCDABB,1
UJBBDCD,5
UJBBDDC,2
UJBDBAB,1
VIDDDCB,8
VIDDDCD,2
UJBCCAC,2
UJADABC,1
UJAADDD,1
UJACBBB,1
UJADAAA,1
UJADAAB,1
UJADAAD,1
UJADBCA,1
UJADADB,1
UJAADDA,1
UJADBCC,1
UJADBCD,1
UJADDAB,1
UJAADDC,1
UJADDBD,1
UJAACBB,2
UJAACBA,2
UJAAADC,1
UJAAACD,1
UJAAACA,1
UIBBBDB,1
UIBBBBD,1
UIBBBBC,1
UIBBBAD,1
UIBBBAB,1
UIBBBAA,1
UJADDBA,1
UJBCCAA,1
UJBCCAD,1
UJBDCCA,1
UJBDCCC,1
UJBCDDD,1
UJDABBB,1
UJDABBA,1
UJDABAB,1
UJDABAA,1
UJBCDCC,1
UJBCCDD,1
UJBCCDB,1
UJBCCDA,1
UJBCCBC,1
VIDDDCA,3
VIDDDAD,3
VIDDCDB,1
VIDDCDD,1
VIDDCDC,1
UIBBABA,1
UIBBABC,2
UIBBAAD,2
UIBBAAC,2
UIBBACA,1
UIBABDB,1
UIBABBD,2
UIBABBA,2
VIDCDCD,2
UIBABBC,1
UIBBABD,1
UIBBADB,1
UIBBBCA,1
UIBBBCB,1
UIBBBCD,1
UIBBBDC,1
UIBBBDD,1
UIBBDBB,3
UJAACAD,2
UJAACCB,2
UJAACAA,1
UJAACAB,1
UJAACCA,1
UJAACBC,1
UJAAADD,1
TJCACAC,2
TJCACBC,2
TJCACBD,2
TJCADAA,2
TJCADAB,2
TJCABCD,2
TJCABDC,2
TJCABDD,2
TJCBACC,2
TJCBACA,1
TJCBACB,2
TJCBAAD,2
TJCBABC,2
TJCBBAC,2
TJCBBAA,2
TJADDCD,2
TJADDCB,2
TJCACAD,2
TIDBDBD,2
TJADDBC,2
TIDBDBB,2
TIDADCC,2
TIDADCA,2
TIDADCB,2
TIDADDA,2
TIDADDC,2
TIDADDD,2
TIDBCCC,3
TIDBCCA,2
TIDBCCD,2
TIDBCDC,2
TIDBCDA,2
TIDBCDB,2
TIDBCBD,2
TIDBCBB,2
TIDBDAA,2
TIDBDAB,2
TIDBDBA,2
TJADDDA,2
TJADDBA,2
TJADBDC,2
TJADBDA,2
TJADBDB,2
TJBCACA,2
TJBCACB,2
TJBCADA,2
TJBCADB,2
TJBCABD,2
TJBCBAC,2
TJBCBAA,2
TJBADCC,2
TJBADCA,2
TIDACDD,4
TIDCABB,1
TIDCABA,3
TIDCAAB,5
TIDCAAD,4
TIDCAAA,1
TIDCAAC,1
TIDCACA,2
TIDCACB,1
TJCACBB,1
UKACACC,1
UKACCCC,1
TKCACBB,3
TKCACBD,3
TKCADAC,10
TKCADAD,13
TKADDBA,2
TKADDBB,1
TKADDAB,1
TKADDAD,1
TKADDAC,1
TKADCBD,1
TKADCDB,1
TKADCDA,1
TKADCDC,1
TKCABBD,1
TKCBAAA,1
TKCABDB,1
TKCADBA,1
TKCADBC,1
UKADCCC,1
UKADCCD,1
UKADCCB,1
UKADCAD,1
VKCCCBC,1
